span_anchor_teitok_id,span_anchor_chapter,span_offset,beck_dmm_id,beck_greek_lemma,beck_latin_lemma,beck_degree,cardinality,berendes_teitok_id,berendes_teitok_candidates,berendes_degree,berendes_book_num,berendes_chapter_raw,berendes_chapter_keys,berendes_term,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_book,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,mattioli_book,mattioli_chapter_decimal,mattioli_chapter_roman,mattioli_greek,mattioli_latin,ruel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_book,barbaro_page,barbaro_chapter,barbaro_term,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,wellmann_greek_text
e-587,4.7,0,DMM4007,κληματίς,Periwinkle,,,e-587,,,4,4.7,4.7,Immergr?n,525,Chap. VI,De la pervanche ou clematis.,Libro quarto,379; 380,Cap VII; Cap VIII,"De la Clematide; De otra clematide, Ilamada Clematitide en Griego",391; 392,Liber quartus,248,Cap. VII,De Clematide,282,,4.6; 4.7,VI; VII,Κληματίς; Κληματίς ἑτέρα,CLEMATIS; CLEMATIS ALTERA,Liber quartus,197,88r,Cap VIII,De clematide,De clematide,376,Enarratio 7,"De clematide (clematis, vincapervinca / du liseron)",DCXV,111,54,Clematis,4.7,div-551,KLEMATIS,w-482,4,7,κληματίς,κληματίς
e-588,4.8,0,DMM4008,πολεμώνιον,Jacob’s ladder,,,e-588,,,4,4.8,4.8,Polemonion,525,Chap. VII,De la seconde espece de pervanche.,Libro quarto,381,Cap IX,De la polemonia,393,Liber quartus,248,Cap. VIII,De Polemonia,282,,4.8,VIII,Πολεμώνιον,POLEMONIA,Liber quartus,198,0v,Cap X,De polemonia,De polemonia,377,Enarratio 9,"De polemonio (polemonium, ruta capraria / ruta capraria)",DCXVII,111,54,Polemonion,4.8,div-552,POLEMONION,w-483,4,8,πολεμώνιον,Πολεμώνιον
e-589,4.9,0,DMM4009,σύμφυτον πετραῖον,Low pine,,,e-589,,,4,4.9,4.9,Felsensymphyton,526,Chap. VIII,De polemonia.,Libro quarto,381,Cap X,Del Symphyto petreo,393,Liber quartus,248,Cap. IX,De Symphyto petraeo,282,,4.9,IX,Σύμφυτον,SYMPHYTUM,Liber quartus,198,0v,Cap XI,De alo,De alo,377,Enarratio 10,"De symphyto petraeo (symphytum petraeum, consolida / bugle)",DCXVIII,111,54,Symphyton petraeum,4.9,div-553,SUMPHUTON PETRAION,w-484,4,9,σύμφυτον πετραῖον,σύμφυτον πετραῖον
e-590,4.10,0,DMM4010,σύμφυτον ἄλλο,Comfrey,,,e-590,,,4,4.10,4.10,Anderes Symphyton,527,Chap. IX,Du symphytum petraeum.,Libro quarto,382,Cap XI,Del otro symphyto,394,Liber quartus,249,Cap. X,De Symphyto altero,283,,,,,,Liber quartus,198,0v,Cap XII,De altero symphyto,De altero symphyto,378,Enarratio 11,"De altero symphyto (symphytum alterum, consolida maior, alum, solidago / de la consyre)",DCXIX,112,0,Symphyton alterum,4.10,div-554,SUMPHUTON ALLO,w-485,4,10,σύμφυτον ἄλλο,σύμφυτον ἄλλο
e-591,4.11,0,DMM4011,ὁλόστεον,Allbone,,,e-591,,,4,4.11,4.11,Holosteon,530,Chap. X,De holostium.,Libro quarto,383,Cap XII,Del Holostio,395,Liber quartus,249,Cap. XI,De Holostio,283,,4.10,X,Ὁλόστιον,HOLOSTIUM,Liber quartus,198,0v,Cap XIII,De holosteo,De holosteo,379,Enarratio 12,"De holosteo (holosteon, canis denticulum, gramen molle)",DCXX,112,0,Holosteum,4.11,div-555,OLESTION,w-486,4,11,ὁλόστεον,ὁλόστεον
e-592,4.12,0,DMM4012,στοιβή,Thorny burnet,,,e-592,,,4,4.12,4.12,Becherblume,531,Chap. XI,De stoebe.,Libro quarto,383,Cap XIII,De la steba,395,Liber quartus,249,Cap. XII,De Stoebe,283,,4.11,XI,Στοιβή,STOEBE,Liber quartus,199,89r,Cap XIIII,De stoebe,De stoebe,379,Enarratio 13,"De stoebe (stoebe, colymbas, phleon)",DCXXI,112,0,Stoebe,4.12,div-556,STOIBE,w-487,4,12,στοιβή,στοιβῆς
e-593,4.13,0,DMM4013,κλύμενον,Bearbind,,,e-593,,,4,4.13,4.13,Klymenon,532,Chap. XII,Du clymenum.,Libro quarto,384,Cap XIIII,Del Clymeno,396,Liber quartus,250,Cap. XIII,De Clymeno,284,,4.12,XII,Κλύμενον,CLYMENUM,Liber quartus,199,89r,Cap XV,De volucro,De volucro,380,Enarratio 14,De clymeno (clymenus),DCXXII,112,0,Clymenos,4.13,div-557,KLUMENON,w-488,4,13,κλύμενον,κλύμενον
e-594,4.14,0,DMM4014,περικλύμενον,Honeysuckle,,,e-594,,,4,4.14,4.14,Periklymenon,532,Chap. XIII,Du periclymenum.,Libro quarto,384,Cap XV,Del periclimeno,396,Liber quartus,250,Cap. XIIII,De Periclymeno,284,,4.13,XIII,Περικλύμενον,PERICLYMENUM,Liber quartus,199,89r,Cap XVI,De periclymeno,De periclymeno,381,Enarratio 15,"De periclymeno (periclymenos, volucrum maius, mater sylva, vinciboscum / chevrefueille)",DCXXIII,112,0,Periclymenos,4.14,div-558,PERIKLUMENON,w-489,4,14,περικλύμενον,περικλύμενον
e-595,4.15,0,DMM4015,τρίβολος χερσαῖος,Caltrops,,,e-595,,,4,4.15,4.15,Tribolos,533,Chap. XIIII,De tribulus.,Libro quarto,385,Cap XVI,Del Tribulo,397,Liber quartus,250,Cap. XV,De Tribulo,284,,4.14,XIV,Τρίβολος,TRIBULUS,Liber quartus,199,89r,Cap XVII,De tribulo,De tribulo,381,Enarratio 16,De tribulo (tribulus / triboli). De tribulo aquatico (tribulus aquaticus / triboli aquatici),DCXXIIII,112,0,Trieulum,4.15,div-559,TRIBOLOS ENUDROS,w-490,4,15,τρίβολος χερσαῖος,τρίβολος χερσαῖος
e-595,4.15,1,DMM4015,τρίβολος χερσαῖος,Caltrops,,,e-596,,,4,4.X,4.X,Saxifragon,534,Chap. XV,De la saxifrage.,,,,,,,,,,,,,,,,Liber quartus,200,0v,Cap XVIII,De sarxiphago,De sarxiphago,382,Enarratio 17,"De saxifraga, saxifraga, saxifragia / saxifraga)",DCXXV,112,0,Saxifraga,4.15,div-559,TRIBOLOS ENUDROS,w-490,4,15,τρίβολος χερσαῖος,τρίβολος χερσαῖος
e-597,4.16,0,DMM4016,λειμώνιον,Sea lavender,,,e-597,,,4,4.16,4.16,Limoneion,536,Chap. XVI,Du limonium.,Libro quarto,386,Cap XVII,Del limonio,398,Liber quartus,251,Cap. XVI,De Limonio seu beta sylvestri,285,,4.16,XVI,Λειμώνιον,LIMONIUM,Liber quartus,200,0v,Cap XIX,De limonio,De limonio,383,Enarratio 18,"De limonio (limonium, beta sylvestris)",DCXXVI,113,55,Limonium,4.16,div-560,LEIMONION,w-491,4,16,λειμώνιον,λειμώνιον
e-598,4.17,0,DMM4017,λαγώπουν,Hare’s foot trefoil,,,e-598,,,4,4.17,4.17,Hasenklee,537,Chap. XVII,De lagopus.,Libro quarto,387,Cap XIX,Del Lagopode o pie de liebre,399,Liber quartus,251,Cap. XVII,De Lagopode,285,,4.17,XVII,Λαγώπους,LAGOPUS,Liber quartus,200,0v,Cap XX,De lagopo,De lagopo,383,Enarratio 19,"De lagopo (pes leporinus, lagopus, leporis cummum, herba trinitatis / herba du trinite)",DCXXVII,113,55,Lagopus,4.17,div-561,LAGOPOUS,w-492,4,17,λαγώπουν,λαγώπουν
e-599,4.18,0,DMM4018,μήδιον,Medion,,,e-599,,,4,4.18,4.18,Medion,539,Chap. XVIII,De medium.,Libro quarto,387,Cap XX,Del Medio,399,Liber quartus,251,Cap. XVIII,De Medio,285,,4.18,XVIII,Μήδιον,MEDIUM,Liber quartus,200,0v,Cap XXI,De medio,De medio,384,Enarratio 20,De medio (medion),DCXXVIII,113,55,Medion,4.18,div-562,MEDION,w-493,4,18,μήδιον,μήδιον
e-600,4.19,0,DMM4019,ἐπιμήδιον,Epimedion,,,e-600,,,4,4.19,4.19,Epimedion,539,Chap. XIX,De epimedium.,Libro quarto,387,Cap XXI,Del Epimedio,399,Liber quartus,252,Cap. XIX,De Epimedio,286,,4.19,XIX,Ἐπιμήδιον,EPIMEDIUM,Liber quartus,201,90r,Cap XXII,De epimedio,De epimedio,384,Enarratio 21,"De epimedio (epimedium, vindicta)",DCXXIX,113,55,Epimedion,4.19,div-563,EPIMEDION,w-494,4,19,ἐπιμήδιον,ἐπιμήδιον
e-601,4.20,0,DMM4020,ξίφιον,Corn flag,,,e-601,,,4,4.20,4.20,Siegwurz,540,Chap. XX,Du glais.,Libro quarto,388,cap XXII,"Del Xiphio, Ilamado en latin Gladiolo",400,Liber quartus,252,Cap. XX,De Xiphio,286,,4.20,XX,Ξιφίον,GLADIOLUS,Liber quartus,201,90r,Cap XXIII,De gladiola,De gladiola,385,Enarratio 22,"De xiphio (xiphium, gladiolus)",DCXXX,113,55,Xiphion,4.20,div-564,XIPHION,w-495,4,20,ξίφιον,ξιφίον
e-602,4.21,0,DMM4021,σπαργάνιον,Bur reed,,,e-602,,,4,4.21,4.21,Sparganion,540,Chap. XXI,De sparganium.,Libro quarto,388,Cap XXIII,Del Sparganio,400,Liber quartus,252,Cap. XXI,De Sparganio,286,,4.21,XXI,Σπαργάνιον,SPARGANIUM,Liber quartus,201,90r,Cap XXIIII,De sparganio,De sparganio,385,Enarratio 23,"De sparganio, sive xiphidio (sparganium, xiphidion, spatula foetida)",DCXXXI,113,55,Sparganion,4.21,div-565,SPARGANION,w-496,4,21,σπαργάνιον,σπαργάνιον
e-603,4.22,0,DMM4022,ξυρίς,Gladwyn,,,e-603,,,4,4.22,4.22,Xyris,541,Chap. XXII,Du glaieul puant ou sauvage.,Libro quarto,389,Cap XXIIII,De la Xyride,401,Liber quartus,253,Cap. XXII,De Xyride,287,,4.22,XXII,Ξυρίς,XYRIS,Liber quartus,201,90r,Cap XXV,De sylvestri iride,De sylvestri iride,385,Enarratio 24,"De xyride (xyris, sylvestris irus, gladiolus purpurea / gladiolo du fleur purpureo)",DCXXXII,113,55,Xyris,4.22,div-566,XURIS,w-497,4,22,ξυρίς,ξυρίς
e-604,4.23,0,DMM4023,ἄγχουσα,Alkanet,,,e-604,,,4,4.23,4.23,Ochsenzunge,541,Chap. XXIII,De l'orcanette.,Libro quarto,389,Cap XXV,De la Ancusa,401,Liber quartus,253,Cap. XXIII,De Anchusa,287,,4.23,XXIII,Ἄγχουσα,ANCHUSA,Liber quartus,202,0v,Cap XXVI,De anchusa,De anchusa,386,Enarratio 25,De anchusa (anchusa / anchusa),DCXXXIII,113,55,Anchusa,4.23,div-567,ANCHOUSA,w-498,4,23,ἄγχουσα,ἄγχουσα
e-605,4.24,0,DMM4024,ἄγχουσα ἑτέρα,Another alkanet,,,e-605,,,4,4.24,4.24,Andere Anchusa,541,Chap. XXIII,De l'orcanette.,Libro quarto,390,Cap XXVI,De la segunda ancusa,402,Liber quartus,253,Cap. XXIIII,De Anchusa altera,287,,,,,,Liber quartus,202,0v,Cap XXVII,De alia anchusa,De alia anchusa,386,Enarratio 26,De secunda anchusa,DCXXXIIII,113,55,Anchusa onochelos,4.24,div-568,ANCHOUSA ETERA,w-499,4,24,ἄγχουσα ἑτέρα,ἄγχουσα ἑτέρα
e-606,4.25,0,DMM4025,ἄγχουσα ἄλλη,Another alkanet,,,e-606,,,4,4.25,4.25,Weitere Anchusa,541,Chap. XXIII,De l'orcanette.,Libro quarto,390,Cap XXVII,De la tercera ancusa,402,Liber quartus,254,Cap. XXV,De Anchusa tertia,288,,,,,,Liber quartus,202,0v,Cap XXVIII,De alia anchusa,De alia anchusa,386,Enarratio 27,De tertia anchusa,DCXXXV,113,55,Anchusa tertia sine nomine,4.25,div-569,ANCHOUSA ETERA,w-500,4,25,ἄγχουσα ἄλλη,ἄγχουσα ἄλλη
e-607,4.26,0,DMM4026,λυκαψός,Viper’s herb,,,e-607,,,4,4.26,4.26,Natternkopf,542,Chap. XXIIII,De lycopsis.,Libro quarto,391,Cap XXVIII,De la Lycopside,403,Liber quartus,254,Cap. XXVI,De Lycopsi,288,,4.24,XXIV,Λύκοψις,LYCOPSIS,Liber quartus,202,0v,Cap XXIX,De lycopsi,De lycopsi,387,Enarratio 28,"De lycopside (lycopsis, anchusa altera species)",DCXXXVI,113,55,Lycopsos vel Lycopsis anchusae genus,4.26,div-570,LUKOPSIS,w-501,4,26,λυκαψός,λυκαψός
e-608,4.27,0,DMM4027,ἕχιον,Echion,,,e-608,,,4,4.27,4.27,Echion,543,Chap. XXV,De la buglosse sauvage.,Libro quarto,392,cap XXIX,Del Echio,404,Liber quartus,254,Cap. XXVII,De Echio,288,,4.25,XXV,Ἔχιον,ECHIUM,Liber quartus,203,91r,Cap XXX,De echio,De echio,387,Enarratio 29,"De echio (echion, alcibiadion, alcibiacum, buglossus sylvestris / bugloso sauvage)",DCXXXVII,113,55,Echion,4.27,div-571,ECHION,w-502,4,27,ἕχιον,ἔχιον
e-609,4.28,0,DMM4028,ὠκιμοειδές,Catchfly,,,e-609,,,4,4.28,4.28,Okimoeides,543,Chap. XXVI,Du basilic sauvage.,Libro quarto,392,Cap XXX,Del Ocymoide,404,Liber quartus,255,Cap. XXVIII,"De Ocimoide, sive Ocimastro",289,,4.26,XXVI,Ὠκιμοειδές,OCIMASTRUM,Liber quartus,203,91r,Cap XXXI,De ocimastro,De ocimastro,388,Enarratio 30,"De ocymastro (ocymoides, philiterium, ocymastrum, ocymum sylvestre, basilicum sylvestre / basilic sauvage)",DCXXXVIII,114,0,Ocimoides,4.28,div-572,OKIMOEIDES,w-503,4,28,ὠκιμοειδές,ὠκιμοειδές
e-609,4.28,1,DMM4028,ὠκιμοειδές,Catchfly,,,e-610,,,4,4.29,4.29,Erinos,544,Chap. XXVII,Du basilic d'eau.,Libro quarto,393,Cap XXXI,Del Erino,405,Liber quartus,255,Cap. XXIX,De Erino,289,,4.27,XXVII,Ἔρινος,ERINUS,Liber quartus,203,91r,Cap XXXII,De erino,De erino,388,Enarratio 31,"De erino, sive echino (erinon, echinos, ocymum aquaticum, basilicum aquaticum / basilic aquatique)",DCXXXIX,114,0,Erinos,4.28,div-572,OKIMOEIDES,w-503,4,28,ὠκιμοειδές,ὠκιμοειδές
e-611,4.30,0,DMM4029,ἄγρωστις,Dogs-tooth grass,,,e-611,,,4,4.30,4.30,Agrostis,544,Chap. XXVIII,"Du grame, ou dent de chien.",Libro quarto,393,Cap XXXII,De la Grama,405,Liber quartus,255,Cap. XXX,De Gramine,289,,4.28,XXVIII,Ἄγρωστις,GRAMEN,Liber quartus,203,91r,Cap XXXIII,De gramine,De gramine,389,Enarratio 32,De gramine (gramen / dent de chien).,DCXL,114,0,Gramen,4.30,div-573,AGROSTIS,w-504,4,29,ἄγρωστις,ἄγρωστις
e-612,4.31,0,DMM4030,καλαμάγρωστις,Calamagrostis,,,e-612,,,4,4.31,4.31,Kalamagrostis,544,Chap. XXVIII,"Du grame, ou dent de chien.",Libro quarto,394,Cap XXXIII,De la Grama semejante a la Cana,406,Liber quartus,255,Cap. XXXI,De Gramine arundinaceo,289,,,,,,Liber quartus,203,91r,Cap XXXIIII,De arundinaceo gramine,De arundinaceo gramine,389,Enarratio 33,De calamagrosti (harundinaceum gramen / dent de chien grosse),DCXLI,114,0,Calamagrostis,4.31,div-574,KALAMAGROSTIS,w-505,4,30,καλαμάγρωστις,καλαμάγρωστις
e-613,4.32,0,DMM4031,ἡ δέ ἐν τῷ Παρνασσῷ ἄγρωστις,Grass of Parnassus,,,e-613,,,4,4.32,4.32,Agrostis aus Parnass,544,Chap. XXVIII,"Du grame, ou dent de chien.",Libro quarto,394,Cap XXXIIII,de la Grama que nace en el monte parnaso,406,Liber quartus,255,Cap. XXXII,De Parnassio gramine,289,,,,,,Liber quartus,204,0v,Cap XXXV; Cap XXXVI,De gramine parnasi; De siderite,De gramine parnasi; De siderite,389,Enarratio 34,De gramine parnassi (gramen parnassi montis),DCXLII,114,0,Gramen Parnasion,4.32,div-575,AGROSTIS EN PARNASSO,w-506,4,31,ἡ δέ ἐν τῷ Παρνασσῷ ἄγρωστις,ἡ δέ ἐν τῷ Παρνασσῷ ἄγρωστις
e-614,4.33,0,DMM4033,σιδηρῖτις,Iron wo rt,,,e-614,,,4,4.33,4.33,Sideritis,546,Chap. XXIX,De sideritis.,Libro quarto,395,Cap XXXV,De la Sideritide,407,Liber quartus,256,Cap. XXXIII,De Sideritide,290,,4.29,XXIX,Σιδηρῖτις,SIDERITIS,Liber quartus,204,0v,Cap XXXVII,De alia siderite,De alia siderite,391,Enarratio 35,"De sideritide (sideritis, vertemnum, solastrum)",DCXLIIII,114,0,Sideritis prima,4.33,div-576,SIDERITIS,w-508,4,33,σιδηρῖτις,σιδηρῖτις
e-615,4.34,0,DMM4034,ἄλλη σιδηρῖτις,Burnet,,,e-615,,,4,4.34,4.34,Andere Sideritis,546,Chap. XXX,De la seconde espece de sideritis.,Libro quarto,395,Cap XXXV,De otra especie de Sideritide,407,Liber quartus,256,Cap. XXXIIII,De Sideritide altera,290,,4.30,XXX,Σιδηρῖτις ἑτέρα,SIDERITIS ALTERA,Liber quartus,204,0v,Cap XXXVIII,De alia siderite,De alia siderite,392,Enarratio 36,De sideritide secunda,DCXLV,114,0,Sideritis secunda,4.34,div-577,SIDERITIS ETERA,w-509,4,34,ἄλλη σιδηρῖτις,ἄλλη σιδηρῖτις
e-616,4.35,0,DMM4035,σιδηρῖτις ἑτέρα,Figwort,,,e-616,,,4,4.35,4.35,Weitere Sideritis,546,Chap. XXXI,De la troisieme espece de sideritis.,Libro quarto,395,Cap XXXVI,De la tercera especie de Sideritide,407,Liber quartus,256,Cap. XXXV,De Sideritide tertia,290,,4.31,XXXI,Σιδηρῖτις τρίτη,SIDERITIS TERTIA,,,,,,,392,Enarratio 37,"De syderitide tertia, heraclea dicta",DCXLVI,114,0,Sideritis tertia,4.35,div-578,SIDERITIS TRITE,w-510,4,35,σιδηρῖτις ἑτέρα,σιδηρῖτις ἑτέρα
e-617,4.36,0,DMM4036,Ἀχίλλειος,Achilles woundwort,,,e-617,,,4,4.36,4.36,Garbe,548,Chap. XXXII,De achillea.,Libro quarto,396,Cap XXXVII,De la Achilea,408,Liber quartus,257,Cap. XXXVI,De Achillea,291,,4.32,XXXII,Ἀχίλλειος,ACHILLEA,Liber quartus,204,0v,Cap XXXIX,De achillea,De achillea,392,Enarratio 38,"De achillea (achillea, supercilium veneris)",DCXLVII,114,0,Sideritis quarta,4.36,div-579,ACHILLEIOS,w-511,4,36,Ἀχίλλειος,Ἀχίλλειος
e-618,4.37,0,DMM4037,βάτος,Bramble,,,e-618,,,4,4.37,4.37,Brombeer,549,Chap. XXXIII,De la ronce.,Libro quarto,397,Cap XXXVIII,De la garça,409,Liber quartus,257,Cap. XXXVII,De Rubo,291,,4.33,XXXIII,Βάτος,RUBUS,Liber quartus,205,92r,Cap XL,De rubo,De rubo,392,Enarratio 39,"De rubo (rubus, sentis rubus / des ronces)",DCXLVIII,114,0,Rubus,4.37,div-580,BATOS,w-512,4,37,βάτος,βάτος
e-619,4.38,0,DMM4038,βάτος Ἰδαία,Raspberry,,,e-619,,,4,4.38,4.38,Himbeer,549,Chap. XXXIIII,De la ronce d'Ida.,Libro quarto,397,Cap XXXIX,De la garça Ilamada Idea,409,Liber quartus,257,Cap. XXXVIII,De Rubo Idaeo,291,,4.34,XXXIV,Βάτος ἰδαία,RUBUS IDAEUS,Liber quartus,205,92r,Cap XLI,De idaeo rubo,De idaeo rubo,393,Enarratio 40,"De rubo idaeo (rubus idaeus, sentis idaeus / ung framboisier)",DCXLIX,114,0,Rubus idaeus,4.38,div-581,BATOS IDAIA,w-513,4,38,βάτος Ἰδαία,βάτος Ἰδαία
e-620,4.39,0,DMM4039,ἑλξίνη,Bindweed,,,e-620,,,4,4.39,4.39,Ackerwinde,550,Chap. XXXV.,De helxine.,Libro quarto,398,Cap XL,De la Helxine Hederecea,410,Liber quartus,258,Cap. XXXIX,De Helxine,292,,4.35,XXXV,Ἡλξίνη,HELXINE,Liber quartus,205,92r,Cap XLII,De helxine id est murali haerba,De helxine id est murali haerba,394,Enarratio 41; Enarratio 42,"De helxine (helxine, parthenium, parietaria, herba muralis, herba urceolaris, herba vitri, perditium / paritoire); De helxine syssampelo (helxine syssampelos, vitis hederacea, convolvolum parvum, volubilis parva / liz et vel lizeron, aut campanette)",DCL,115,56,Helxine,4.39,div-582,ELXINE KUSSAMPELOS,w-514,4,39,ἑλξίνη,ἑλξίνη
e-621,4.40,0,DMM4040,ἐλατίνη,Cankerwort,,,e-621,,,4,4.40,4.40,Elatine,550,Chap. XXXVI,De elatine.,Libro quarto,398,Cap XLI,De la Elatine,410,Liber quartus,258,Cap. XL,De Elatine,292,,4.36,XXXVI,Ἐλατίνη,ELATINE,Liber quartus,206,v,Cap XLIII,De elatine,De elatine,395,Enarratio 43,De elatine (elatine),DCLI,115,56,Elatine,4.40,div-583,ELATINE,w-515,4,40,ἐλατίνη,ἐλατίνη
e-622,4.41,0,DMM4041,Εὐπατόριος,Agrimony,,,e-622,,,4,4.41,4.41,Odermenning,551,Chap. XXXVII,De l'agrimoine.,Libro quarto,399,Cap XLII,Del Eupatorio,411,Liber quartus,258,Cap. XLI,De Eupatorio,292,,4.37,XXXVII,Εὐπατόριον,EUPATORIUM,Liber quartus,206,v,Cap XLIIII,De eupatorio,De eupatorio,395,Enarratio 44,"De eupatorio (eupatorium, agrimonium, agrimonia / delempatoire ou aigremonie)",DCLII,115,56,Eupatorium,4.41,div-584,EUPATORION,w-516,4,41,Εὐπατόριος,Εὐπατόριος
e-623,4.42,0,DMM4042,πεντέφυλλον,Cinquefoil,,,e-623,,,4,4.42,4.42,G?nsefuss,553,Chap. XXXVIII,De la quintefeuille.,Libro quarto,400,Cap XLIII,Del Quinquefolio,412,Liber quartus,258,Cap. XLII,De Quinquefolio,292,,4.38,XXXVIII,Πεντάφυλλον,QUINQUEFOLIUM,Liber quartus,206,v,Cap XLV,De quinquefolio,De quinquefolio,396,Enarratio 45,"De pentaphyllo (pentaphyllon, qninque folium / quinte fueille)",DCLIII,115,56,Pentaphyllon,4.42,div-585,PENTAPHULLON,w-517,4,42,πεντέφυλλον,πεντέφυλλον
e-624,4.43,0,DMM4043,φοῖνιξ,Rye grass,,,e-624,,,4,4.43,4.43,Phoinix,555,Chap. XXXIX,De l'ivraie sauvage.,Libro quarto,401,Cap XLIIII,De la Pheniz,413,Liber quartus,259,Cap. XLIII,De Phoenice,293,,4.39,XXXIX,Φοίνιξ,PHOENIX,Liber quartus,207,93r,Cap XLVI,De phoenice,De phoenice,396,Enarratio 46,"De phoenice herba (herba phoenix, bordeum murinum, lolium murinum, avena sterilis / yvraie sauvage)",DCLIIII,115,56,Phoenix herba,4.43,div-586,PHOINIX,w-518,4,43,φοῖνιξ,φοῖνιξ
e-625,4.44,0,DMM4044,Ἰδαία ῥιζα,Idaia rhiza,,,e-625,,,4,4.44,4.44,Id?ische Wurzel,555,Chap. XL,De la racine d'ida.,Libro quarto,402,Cap XLV,De la Rays Idea,414,Liber quartus,260,Cap. XLIIII,De Idaea radice,294,,4.40,XL,Ἰδαία ῥίζα,IDAEA RADIX,Liber quartus,207,93r,Cap XLVII,De idaea radice,De idaea radice,397,Enarratio 47,"De idaea radice (idaea radix, radix e monte Idae)",DCLV,115,56,Idaea radix,,,,w-519,4,44,Ἰδαία ῥιζα,Ἰδαία ῥίζα
e-626,4.45,0,DMM4045,Ῥοδία ῥίζα,Shodia rhiza,,,e-626,,,4,4.45,4.45,Rhodiaswurzel,555,Chap. XLI,De la racine sentant les roses.,Libro quarto,402,Cap XLVI,De la Rays Rodia,414,Liber quartus,260,Cap. XLV,De Rhodia radice,294,,4.41,XLI,Ῥοδία ῥίζα,RHODIA RADIX,Liber quartus,207,93r,Cap XLVIII,De rhodia radice,De rhodia radice,397,Enarratio 48,De Rhodia radice (radix Rhodia),DCLV,115,56,Radix rhodia,4.45,div-587,RHODIA RADIX,w-520,4,45,Ῥοδία ῥίζα,Ῥοδία ῥίζα
e-627,4.46,0,DMM4046,ἵππουρις,Horsetail,,,e-627,,,4,4.46,4.46,Hippuris,556,Chap. XLII,De la queue de cheval ou prelle.,Libro quarto,402,Cap XLVII,De la Hippuris,414,Liber quartus,260,Cap. XLVI,De Equiseto,294,,4.42,XLII,Ἵππουρις,EQUISETUM,Liber quartus,207,93r,Cap XLIX,De equiseto,De equiseto,398,Enarratio 49,"De hippuri, equiseto herba (hippuris, equisetum herba, salix equina, cauda equina, equi cauda / prela)",DCLVII,115,56,Hippuris,4.46,div-588,IPPOURIS,w-521,4,46,ἵππουρις,ἵππουρις
e-628,4.47,0,DMM4047,ἑτέρα ἵππουρις,Another horse tail,,,e-628,,,4,4.47,4.47,Andere Hippuris,556,Chap. XLII,De la queue de cheval ou prelle.,Libro quarto,403,Cap XLVIII,De la otra hippuris,415,Liber quartus,260,Cap. XLVII,De Equiseto altero,294,,,,,,Liber quartus,208,0v,Cap L,De altero equiseto,De altero equiseto,398,Enarratio 50,"De altera hippuri (altera hippuris, altera cauda equina / prela aultra)",DCLVIII,116,0,Hippuris altera,4.47,div-589,IPPOURIS ETERA,w-522,4,47,ἑτέρα ἵππουρις,ἑτέρα ἵππουρις
e-629,4.48,0,DMM4048,κόκκος βαφική,Kermes oak,,,e-629,,,4,4.48,4.48,F?rberkokkos,557,Chap. XLIII,Du vermillon.,Libro quarto,403,Cap XLIX,De la Granade Tintoreros,415,Liber quartus,260,Cap. XLVIII,De Cocco tinctili,294,,4.43,XLIII,Κόκκος βαφική,COCCUM INFECTORIUM,Liber quartus,208,0v,Cap LI,De cocco set infectorio,De cocco set infectorio,399,Enarratio 51,"De grano quod tingendo est (coccus baphicus, granum infectorium, grana infectoria / vermel)",DCLVIIII,116,0,Coccus baphica,4.48,div-590,KOKKOS BAPHIKE,w-523,4,48,κόκκος βαφική,κόκκος βαφική
e-630,4.49,0,DMM4049,τράγιον,Stinking tutsan,,,e-630,,,4,4.49,4.49,Tragion,558,Chap. XLIIII,De tragium.,Libro quarto,405,Cap L,Del Tragio,417,Liber quartus,261,Cap. XLIX,De Tragio,295,,4.44,XLIV,Τράγιον,TRAGIUM,Liber quartus,208,0v,Cap LII,De tragio,De tragio,400,Enarratio 52,De tragio frutice (tragium),DCLX,116,0,Tragion,4.49,div-591,TRAGION ALLO,w-524,4,49,τράγιον,τράγιον
e-631,4.50,0,DMM4050,τράγιον ἄλλο,Pimpinell,,,e-631,,,4,4.50,4.50,Anderes Tragion,558,Chap. XLV,D'une autre espece de tragium.,Libro quarto,405,Cap LI,De otra fuerte de tragio,417,Liber quartus,261,Cap. L,De Tragio altero,295,,4.45,XLV,Τράγιον ἕτερον,TRAGIUM ALTERUM,Liber quartus,208,0v,Cap LIII,De alio tragio,De alio tragio,400,Enarratio 53,"De alio tragio frutice (aliud tragium, cornulaca)",DCLXI,116,0,Tragion altera,,,,w-525,4,50,τράγιον ἄλλο,τράγιον ἄλλο
